date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:37:01	1835/1835	---M--	200	added ('OK')	application/javascript	date:Thu,%2005%20Jul%202018%2019:40:10%20GMT	https://www.projetgalilee.tg/galileesite/js/classie.js	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/js/classie.js	(from https://www.projetgalilee.tg/)
15:37:01	7601/7601	---M--	200	added ('OK')	application/javascript	date:Thu,%2005%20Jul%202018%2019:40:10%20GMT	https://www.projetgalilee.tg/galileesite/js/jquery.circliful.min.js	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/js/jquery.circliful.min.js	(from https://www.projetgalilee.tg/)
15:37:01	8281/8281	---M--	200	added ('OK')	application/javascript	date:Thu,%2005%20Jul%202018%2019:40:10%20GMT	https://www.projetgalilee.tg/galileesite/js/modernizr.custom.js	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/js/modernizr.custom.js	(from https://www.projetgalilee.tg/)
15:37:01	21951/21951	---M--	200	added ('OK')	application/javascript	date:Thu,%2005%20Jul%202018%2019:40:10%20GMT	https://www.projetgalilee.tg/galileesite/js/elastic_grid.min.js	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/js/elastic_grid.min.js	(from https://www.projetgalilee.tg/)
15:37:02	11167/11167	---M--	200	added ('OK')	application/javascript	date:Thu,%2005%20Jul%202018%2019:40:10%20GMT	https://www.projetgalilee.tg/galileesite/js/portfolio_slider.js	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/js/portfolio_slider.js	(from https://www.projetgalilee.tg/)
15:37:02	15555/15555	---M--	200	added ('OK')	application/javascript	date:Thu,%2005%20Jul%202018%2019:40:10%20GMT	https://www.projetgalilee.tg/galileesite/js/custom.js	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/js/custom.js	(from https://www.projetgalilee.tg/)
15:37:02	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2005%20Jul%202018%2019:40:08%20GMT	https://www.projetgalilee.tg/galileesite/fonts/glyphicons-halflings-regular.eot	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/fonts/glyphicons-halflings-regular.eot	(from https://www.projetgalilee.tg/galileesite/css/bootstrap.min.css)
15:37:02	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2005%20Jul%202018%2019:40:08%20GMT	https://www.projetgalilee.tg/galileesite/fonts/glyphicons-halflings-regular.eot?	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.projetgalilee.tg/galileesite/css/bootstrap.min.css)
15:37:03	23320/23320	---M--	200	added ('OK')	font/woff	date:Thu,%2005%20Jul%202018%2019:40:08%20GMT	https://www.projetgalilee.tg/galileesite/fonts/glyphicons-halflings-regular.woff	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/fonts/glyphicons-halflings-regular.woff	(from https://www.projetgalilee.tg/galileesite/css/bootstrap.min.css)
15:37:03	41280/41280	---M--	200	added ('OK')	font/ttf	date:Thu,%2005%20Jul%202018%2019:40:08%20GMT	https://www.projetgalilee.tg/galileesite/fonts/glyphicons-halflings-regular.ttf	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/fonts/glyphicons-halflings-regular.ttf	(from https://www.projetgalilee.tg/galileesite/css/bootstrap.min.css)
15:37:03	62926/62926	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2005%20Jul%202018%2019:40:08%20GMT	https://www.projetgalilee.tg/galileesite/fonts/glyphicons-halflings-regular.svg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/fonts/glyphicons-halflings-regular.svg	(from https://www.projetgalilee.tg/galileesite/css/bootstrap.min.css)
15:37:03	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2005%20Jul%202018%2019:40:08%20GMT	https://www.projetgalilee.tg/galileesite/fonts/fontawesome-webfont.eot?v=4.2.0	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/fonts/fontawesome-webfont78ce.eot	(from https://www.projetgalilee.tg/galileesite/css/font-awesome.min.css)
15:37:03	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2005%20Jul%202018%2019:40:08%20GMT	https://www.projetgalilee.tg/galileesite/fonts/fontawesome-webfont.eot?	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/fonts/fontawesome-webfontd41d.eot	(from https://www.projetgalilee.tg/galileesite/css/font-awesome.min.css)
